Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task
ActorCritic,pro24_adf_p3,0.05,0.01,0.5,1.0,0.5,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro24_adf_p3,0.1,0.1,0.5,1.0,0.5142857142857142,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro24_adf_p3,0.2,0.1,0.2,1.0,0.1774193548387097,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro24_adf_p3,0.3,0.001,0.05,1.0,0.2407407407407407,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro24_adf_p3,0.4,0.1,0.5,1.0,0.2765957446808511,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro24_adf_p3,0.5,0.0001,0.2,1.0,0.5641025641025641,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro24_adf_p3,0.6,0.1,0.1,1.0,0.6451612903225806,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro24_adf_p3,0.7,0.0001,0.9,1.0,0.7083333333333334,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro24_adf_p3,0.8,0.001,0.05,1.0,0.75,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro24_adf_p3,0.9,0.001,0.99,1.0,0.75,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro15_ade_p3,0.05,0.0001,0.1,1.0,0.4705882352941176,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro15_ade_p3,0.1,0.001,0.9,1.0,0.4639175257731959,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro15_ade_p3,0.2,0.5,0.2,1.0,0.4069767441860465,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro15_ade_p3,0.3,0.001,0.05,1.0,0.56,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro15_ade_p3,0.4,0.001,0.9,1.0,0.3692307692307692,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro15_ade_p3,0.5,0.1,0.99,1.0,0.3888888888888889,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro15_ade_p3,0.6,0.001,0.5,1.0,0.3953488372093023,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro15_ade_p3,0.7,0.001,0.1,1.0,0.5454545454545454,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro15_ade_p3,0.8,0.1,0.05,1.0,0.2727272727272727,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro15_ade_p3,0.9,0.01,0.5,1.0,0.6363636363636364,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro18_adf_p3,0.05,0.001,0.05,1.0,0.4137931034482758,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro18_adf_p3,0.1,0.0001,0.05,1.0,0.4909090909090909,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro18_adf_p3,0.2,0.0001,0.9,1.0,0.3673469387755102,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro18_adf_p3,0.3,0.0001,0.99,1.0,0.4302325581395348,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro18_adf_p3,0.4,0.001,0.1,1.0,0.5405405405405406,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro18_adf_p3,0.5,0.001,0.2,1.0,0.4098360655737705,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro18_adf_p3,0.6,0.001,0.1,1.0,0.4489795918367347,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro18_adf_p3,0.7,0.001,0.5,1.0,0.4324324324324324,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro18_adf_p3,0.8,0.0001,0.05,1.0,0.6,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro18_adf_p3,0.9,0.001,0.05,1.0,0.6153846153846154,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro25_acf_p3,0.05,0.1,0.05,1.0,0.4583333333333333,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro25_acf_p3,0.1,0.0001,0.1,1.0,0.5,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro25_acf_p3,0.2,0.1,0.9,1.0,0.4851485148514851,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro25_acf_p3,0.3,0.1,0.8,1.0,0.4943820224719101,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro25_acf_p3,0.4,0.0001,0.8,1.0,0.4868421052631579,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro25_acf_p3,0.5,0.0001,0.5,1.0,0.5238095238095238,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro25_acf_p3,0.6,0.001,0.5,1.0,0.4705882352941176,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro25_acf_p3,0.7,0.001,0.05,1.0,0.3684210526315789,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro25_acf_p3,0.8,0.1,0.8,1.0,0.3846153846153846,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro25_acf_p3,0.9,0.0001,0.5,1.0,0.6923076923076923,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro13_ace_p3,0.05,0.001,0.9,1.0,0.639344262295082,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro13_ace_p3,0.1,0.0001,0.5,1.0,0.6379310344827587,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro13_ace_p3,0.2,0.0001,0.05,1.0,0.6310679611650486,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro13_ace_p3,0.3,0.001,0.9,1.0,0.6,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro13_ace_p3,0.4,0.0001,0.05,1.0,0.5974025974025974,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro13_ace_p3,0.5,0.001,0.05,1.0,0.578125,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro13_ace_p3,0.6,0.0001,0.8,1.0,0.5192307692307693,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro13_ace_p3,0.7,0.001,0.1,1.0,0.5897435897435898,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro13_ace_p3,0.8,0.1,0.8,1.0,0.6153846153846154,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro13_ace_p3,0.9,0.001,0.05,1.0,0.8461538461538461,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro17_ace_p3,0.05,0.1,0.2,1.0,0.6090225563909775,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro17_ace_p3,0.1,0.0001,0.05,1.0,0.6031746031746031,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro17_ace_p3,0.2,0.001,0.2,1.0,0.6428571428571429,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro17_ace_p3,0.3,0.1,0.2,1.0,0.673469387755102,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro17_ace_p3,0.4,0.1,0.1,1.0,0.6904761904761905,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro17_ace_p3,0.5,0.001,0.1,1.0,0.7285714285714285,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro17_ace_p3,0.6,0.0001,0.99,1.0,0.7678571428571429,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro17_ace_p3,0.7,0.001,0.5,1.0,0.7619047619047619,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro17_ace_p3,0.8,0.1,0.8,1.0,0.7857142857142857,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro17_ace_p3,0.9,0.1,0.8,1.0,0.7857142857142857,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro23_acf_p3,0.05,0.001,0.5,1.0,0.3240223463687151,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro23_acf_p3,0.1,0.001,0.2,1.0,0.5705882352941176,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro23_acf_p3,0.2,0.001,0.05,1.0,0.5496688741721855,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro23_acf_p3,0.3,0.001,0.05,1.0,0.5378787878787878,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro23_acf_p3,0.4,0.001,0.05,1.0,0.5929203539823009,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro23_acf_p3,0.5,0.001,0.05,1.0,0.6063829787234043,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro23_acf_p3,0.6,0.1,0.8,1.0,0.6842105263157895,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro23_acf_p3,0.7,0.0001,0.2,1.0,0.7192982456140351,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro23_acf_p3,0.8,0.001,0.05,1.0,0.9210526315789472,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro23_acf_p3,0.9,0.001,0.1,1.0,1.0,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro3_ace_p3,0.05,0.0001,0.5,1.0,0.546875,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro3_ace_p3,0.1,0.0001,0.05,1.0,0.5245901639344263,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro3_ace_p3,0.2,0.1,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro3_ace_p3,0.3,0.0001,0.05,1.0,0.4042553191489361,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro3_ace_p3,0.4,0.01,0.2,1.0,0.4390243902439024,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro3_ace_p3,0.5,0.0001,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro3_ace_p3,0.6,0.001,0.1,1.0,0.5185185185185185,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro3_ace_p3,0.7,0.001,0.5,1.0,0.3809523809523809,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro3_ace_p3,0.8,0.001,0.8,1.0,0.3571428571428571,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro3_ace_p3,0.9,0.0001,0.8,1.0,0.2857142857142857,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro22_ade_p3,0.05,0.1,0.2,1.0,0.6276595744680851,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro22_ade_p3,0.1,0.0001,0.2,1.0,0.6629213483146067,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro22_ade_p3,0.2,0.001,0.2,1.0,0.0886075949367088,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro22_ade_p3,0.3,0.5,0.9,1.0,0.6811594202898551,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro22_ade_p3,0.4,0.0001,0.5,1.0,0.680672268907563,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro22_ade_p3,0.5,0.0001,0.1,1.0,0.6767676767676768,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro22_ade_p3,0.6,0.1,0.05,1.0,0.7088607594936709,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro22_ade_p3,0.7,0.0001,0.1,1.0,0.7833333333333333,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro22_ade_p3,0.8,0.001,0.05,1.0,0.9,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro22_ade_p3,0.9,1.0,0.99,1.0,0.9,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro31_adf_p3,0.05,0.0001,0.1,1.0,0.7040816326530612,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro31_adf_p3,0.1,0.0001,0.2,1.0,0.2795698924731182,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro31_adf_p3,0.2,0.001,0.8,1.0,0.8433734939759037,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro31_adf_p3,0.3,0.001,0.9,1.0,0.821917808219178,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro31_adf_p3,0.4,0.0001,0.1,1.0,0.7580645161290323,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro31_adf_p3,0.5,0.001,0.8,1.0,0.75,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro31_adf_p3,0.6,0.1,0.8,1.0,0.6904761904761905,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro31_adf_p3,0.7,0.0001,0.9,1.0,0.5806451612903226,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro31_adf_p3,0.8,0.001,0.1,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro31_adf_p3,0.9,0.1,0.1,1.0,0.5454545454545454,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro5_adf_p3,0.05,0.0001,0.5,1.0,0.4204545454545454,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro5_adf_p3,0.1,0.0001,0.1,1.0,0.216867469879518,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro5_adf_p3,0.2,0.001,0.05,1.0,0.4189189189189189,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro5_adf_p3,0.3,0.0001,0.8,1.0,0.4,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro5_adf_p3,0.4,0.1,0.8,1.0,0.375,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro5_adf_p3,0.5,0.1,0.2,1.0,0.391304347826087,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro5_adf_p3,0.6,0.001,0.05,1.0,0.3783783783783784,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro5_adf_p3,0.7,0.0001,0.99,1.0,0.4642857142857143,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro5_adf_p3,0.8,0.1,0.9,1.0,0.4736842105263157,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro5_adf_p3,0.9,0.0001,0.1,1.0,0.5,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro8_acf_p3,0.05,0.001,0.9,1.0,0.509090909090909,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro8_acf_p3,0.1,0.0001,0.5,1.0,0.4519230769230769,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro8_acf_p3,0.2,0.0001,0.5,1.0,0.532608695652174,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro8_acf_p3,0.3,0.0001,0.2,1.0,0.4938271604938271,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro8_acf_p3,0.4,0.001,0.05,1.0,0.5217391304347826,"[None, None, None]",0.0,0.0,Openended,p3
ActorCritic,pro8_acf_p3,0.5,0.1,0.9,1.0,0.5517241379310345,"[None, None, None]",0.0,0.0,Openended,p3
